  1.51000000E+01  1.00170439E+00  1.00062046E+00  5.04214741E+02
  1.53000000E+01  1.00126601E+00  1.00413812E+00  5.24445860E+02
  1.55000000E+01  1.00477276E+00  1.00679117E+00  5.45282075E+02
  1.57000000E+01  1.01911043E+00  1.00762494E+00  5.66964513E+02
  1.59000000E+01  1.00143130E+00  1.00505443E+00  5.88817106E+02
  1.61000000E+01  9.96104643E-01  1.00292799E+00  6.11103731E+02
  1.63000000E+01  1.00521841E+00  1.00274961E+00  6.34156506E+02
  1.65000000E+01  1.00430723E+00  1.00351560E+00  6.57757052E+02
  1.67000000E+01  1.00447405E+00  1.00098393E+00  6.81937216E+02
  1.69000000E+01  1.00125130E+00  9.95956796E-01  7.06620564E+02
  1.71000000E+01  9.78796363E-01  9.90909644E-01  7.31324841E+02
  1.73000000E+01  9.89264487E-01  9.90736013E-01  7.56880801E+02
  1.75000000E+01  9.95627742E-01  9.93336753E-01  7.83199272E+02
  1.77000000E+01  9.96573343E-01  9.96453704E-01  8.10148317E+02
  1.79000000E+01  9.99827507E-01  9.97977742E-01  8.37799818E+02
  1.81000000E+01  9.96163168E-01  1.00008172E+00  8.65969063E+02
  1.83000000E+01  9.99564894E-01  1.00425867E+00  8.94862602E+02
  1.85000000E+01  1.01463083E+00  1.00934667E+00  9.24836215E+02
  1.87000000E+01  1.01529140E+00  1.01168057E+00  9.55481347E+02
  1.89000000E+01  1.01159483E+00  1.01087999E+00  9.86671520E+02
  1.91000000E+01  1.00572017E+00  1.00635268E+00  1.01834031E+03
  1.93000000E+01  1.00589859E+00  1.00289240E+00  1.05068153E+03
  1.95000000E+01  9.89723147E-01  1.03527259E+00  1.08316561E+03
  1.97000000E+01  1.00547614E+00  1.01435853E+00  1.11684713E+03
  1.99000000E+01  9.94071873E-01  9.94071873E-01  1.15082621E+03
